"dataResourceUid","dataResourceName","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","identifier","provenance","rights","source","dcterms:type","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","associatedOccurrences","georeferenceVerificationStatus","recordedByID","recordID","degreeOfEstablishment","locationID","higherGeographyID","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks"
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","1641","","","Gordon (1973)","Queensland Historical Fauna Database","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:2988826","","","","","","","","","","","","PRESENT","","","","","","","","","","","","e3090167-9fed-41b4-99ba-d2ccc011df2c","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP (#1)","","","","","","","","","","","","-22.3526","146.6928","EPSG:4326","900.0","","","","","","","","","","","",""
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","5957","","","Woolnough etal. (1998)","Queensland Historical Fauna Database","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:3790071","","","","","","","","","","","","PRESENT","","","","","","","","","","","","372c3d15-a237-496d-9dc2-417410df7b96","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP","","","","","","","","","","","","-22.3526","146.70945","EPSG:4326","3500.0","","","","","","","","","","","",""
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","1641","","","Gordon (1973)","Queensland Historical Fauna Database","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:2988828","","","","","","","","","","","","PRESENT","","","","","","","","","","","","670e96a4-30cb-480b-9d29-6ab53f420130","","","","","","","","Australia","AU","Queensland","","","Laglan Stn S of Epping Forest NP","","","","","","","","","","","","-22.48176","146.6678","EPSG:4326","9000.0","","","","","","","","","","","",""
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","1275","","","Crossman et al. (1994)","Queensland Historical Fauna Database","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:2983369","","","","","","","","","","","","PRESENT","","","","","","","","","","","","e51991b1-4d4b-474a-a4d4-f316547866c8","","","","","","","","Australia","AU","Queensland","","","Alinya Stn on Belyando R","","","","","","","","","","","","-22.34843","146.57613","EPSG:4326","5000.0","","","","","","","","","","","",""
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","4110","","","Harry Hines incidental records","Harry Hines fauna data","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:5827233","","","","","1","Accurate","","","","","","PRESENT","","","","","","","","","","","","20db2855-8698-403e-bb39-577155e0e600","","","","","","","","Australia","AU","Queensland","","","Eastern boundary track, Epping Forest National Park, northwest of Clermont, CQ.","","","","","","","","","","","","-22.37554","146.70334","EPSG:4326","50.0","","","","","","","","","","","",""
"dr1132","WildNet - Queensland Wildlife Data","","","","CC-BY 4.0 (Int)","","","","","","","1274","","","Crossman (1988)","Queensland Historical Fauna Database","OCCURRENCE","","","","","","","","","urn:catalog:QGov:DES:WildNet:2988935","","","","","","","","","","","","PRESENT","","","","","","","","","","","","fcfc307d-d000-4304-b20a-8db564004714","","","","","","","","Australia","AU","Queensland","","","Daymar area","","","","","","","","","","","","-28.60258","148.98448","EPSG:4326","3600.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","51f82162-05b1-4976-bfa6-523f98bf3259 | 7840f4d2-39ce-480c-aee1-71a7c0de4b47 | 7e1d5b7b-5e7a-4669-bc08-7478833977bb","2026-03-19T18:38:17Z","","CC-BY-NC 4.0 (Int)","Aaron Bean","","","https://www.inaturalist.org/observations/70186880","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":[""construction"",""organism""]}","","","","","","https://www.inaturalist.org/observations/70186880","70186880","","Aaron Bean","","","","","","","","","PRESENT","","","","","","","","","","","","19e080fd-d3bb-4ad2-8f8a-2f781d85a16f","","","","","","","","Australia","AU","Queensland","","","","Belyando, AU-QL, AU","","","","","","","","","","","-22.279479","146.6129","EPSG:4326","30298.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","d330f326-a72e-4282-8a55-51fda093f6ce","2026-03-19T18:38:10Z","","CC-BY-NC 4.0 (Int)","Bradley J Hunter","","","https://www.inaturalist.org/observations/111293455","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":""organism""}","","","","","","https://www.inaturalist.org/observations/111293455","111293455","","Bradley J Hunter","","","","FEMALE","{""concept"": ""Adult"", ""lineage"": [""Adult""]}","","","","PRESENT","","","","","","","Epping State","","","","","5c10a5e1-394d-4f11-a9cc-b188519d9a66","","","","","","","","Australia","AU","Queensland","","","","Elgin QLD 4721, Australia","","","","","","","","","","","-22.358315","146.705601","EPSG:4326","122.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","7b76da51-4f77-45c3-ad01-eb4138425d08 | 835aa10f-9327-441f-b698-aba0e21de4fe | 9eb22e18-4bcd-458d-b6d7-999cae96888e | ba15bb89-a41c-4762-874e-80f0bf89e169","2025-09-24T06:35:56Z","","CC-BY-NC 4.0 (Int)","jaymieok","","","https://www.inaturalist.org/observations/252266470","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":""organism""}","","","","","","https://www.inaturalist.org/observations/252266470","252266470","","jaymieok","","","","","","","","","PRESENT","","","","","","","","","","","","36f76add-5a9f-40d5-a0cd-58fa034e0e72","","","","","","","","Australia","AU","Queensland","","","","Belyando, AU-QL, AU","","","","","","","","","","","-22.223511","146.694955","EPSG:4326","30298.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","96087efc-5731-40d1-9f0d-1868c52c13e1 | 9b84394d-dd57-4153-8796-fb16e288fcbd","2025-09-24T06:36:15Z","","CC-BY-NC 4.0 (Int)","jaymieok","","","https://www.inaturalist.org/observations/252236218","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":""organism""}","","","","","","https://www.inaturalist.org/observations/252236218","252236218","","jaymieok","","","","","","","","","PRESENT","","","","","","","","","","","","da1451af-c59f-482a-a337-71ca63c3aee9","","","","","","","","Australia","AU","Queensland","","","","Belyando, AU-QL, AU","","","","","","","","","","","-22.23599","146.604378","EPSG:4326","30298.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","490a2dce-d60c-417f-9d53-2da3a570a79f | 68b79eae-42b3-4390-a931-3188f571896e | 94eaf703-270a-45ff-a7f9-c0b026d6ceff | be1da5be-b5f4-4432-b939-e78a7e1f0648","2026-04-25T16:50:47Z","","CC-BY-NC 4.0 (Int)","jaymieok","","","https://www.inaturalist.org/observations/353344779","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":""organism""}","","","","","","https://www.inaturalist.org/observations/353344779","353344779","","jaymieok","","","","","","","","","PRESENT","","","","","","","","","","","","38d7c95d-8f93-4abb-976b-96cfc6c7a351","","","","","","","","Australia","AU","Queensland","","","","Elgin QLD 4721, Australia","","","","","","","","","","","-22.382554","146.702918","EPSG:4326","","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","0f48415b-2699-4f69-a4ea-6303cd5902be | bf86aaec-522a-4ba7-b660-4e1890a5889d","2026-03-19T18:38:13Z","","CC-BY 4.0 (Int)","Tim Bawden","","","https://www.inaturalist.org/observations/60180768","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":[""construction"",""organism""]}","","","","","","https://www.inaturalist.org/observations/60180768","60180768","","Tim Bawden","","","","","","","","","PRESENT","","","","","","","","","","","","5108acb4-a039-4331-9efc-ace88889d879","","","","","","","","Australia","AU","Queensland","","","","Elgin QLD 4721, Australia","","","","","","","","","","","-22.364681","146.697955","EPSG:4326","758.0","","","","","","","","","","","",""
"dr1411","iNaturalist Australia","2007e2f0-0ae9-47f2-a119-cd8bd949318e","2025-09-24T06:36:28Z","","CC-BY-NC 4.0 (Int)","lwoot","","","https://www.inaturalist.org/observations/246557871","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","{""evidenceOfPresence"":""organism""}","","","","","","https://www.inaturalist.org/observations/246557871","246557871","","lwoot","","","","","","","","","PRESENT","","","","","","","","","","","","dd456676-4d40-4796-99c5-429212525af2","","","","","","","","Australia","AU","Queensland","","","","Epping Forest National Park, Elgin, QLD, AU","","","","","","","","","","","-22.381933","146.70357","EPSG:4326","4.0","","","","","","","","","","","",""
"dr22501","Natural History Museum (London) Collection Specimens","","","","CC0","","","","","","","","NHMUK","PAL","","","FOSSIL_SPECIMEN","","","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": ""Fragment of the left ramus of the mandible, showing two true molars."", ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1418756550000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Phascolomys krefftii Owen, 1872"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": null, ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Vertebrates"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","","","","","","ab865780-a824-4ef9-ac73-3080f27407d7","PV OR 42610","","","","","","","","","","","PRESENT","","","","","","NHMUK:ecatalogue:5017619","","","","","","b3f2ccbf-a49c-4b72-8a53-e5c260e473a8","","","","","","","","Australia","AU","New South Wales","","","Wellington Caves","","","","","","","","","","","","-32.621034","148.938661","EPSG:4326","","","","32 37 15.720 S","148 56 19.178 E","","","","","","","",""
"dr22501","Natural History Museum (London) Collection Specimens","","","","CC0","","","","","","","","NHMUK","PAL","","","FOSSIL_SPECIMEN","","","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": ""Left ramus of the lower jaw"", ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1418756544000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Phascolomys krefftii Owen, 1872"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": null, ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Vertebrates"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","","","","","","5a2c1f6c-f4b2-4ae7-b34c-8ad1c950e255","PV OR 42603","","","","","","","","","","","PRESENT","","","","","","NHMUK:ecatalogue:5017612","","","","","","62d6e6e3-2893-4b4b-9954-b59cd8df42c2","","","","","","","","Australia","AU","New South Wales","","","Wellington Caves","","","","","","","","","","","","-32.621034","148.938661","EPSG:4326","","","","32 37 15.720 S","148 56 19.178 E","","","","","","","",""
"dr22501","Natural History Museum (London) Collection Specimens","","","","CC0","","","","","","","","NHMUK","PAL","","","FOSSIL_SPECIMEN","","","{""associatedMediaCount"": 1, ""barcode"": null, ""catalogueDescription"": ""Anterior portion of mandible"", ""chondriteAchondrite"": null, ""chronostratigraphy"": null, ""clutchSize"": null, ""collectionKind"": null, ""collectionName"": null, ""commodity"": null, ""created"": 1418756543000, ""currentScientificName"": null, ""dateRegistered"": null, ""depositType"": null, ""determinationFiledAs"": null, ""determinationNames"": ""Phascolomys krefftii Owen, 1872"", ""determinationTypes"": null, ""donorName"": null, ""expedition"": null, ""exsiccata"": null, ""exsiccataNumber"": null, ""extractionMethod"": null, ""gbifID"": null, ""gbifIssue"": null, ""identificationAsRegistered"": null, ""identificationDescription"": null, ""identificationOther"": null, ""identificationVariety"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""meteoriteClass"": null, ""meteoriteGroup"": null, ""meteoriteType"": null, ""mine"": null, ""mineralComplex"": null, ""observedWeight"": null, ""occurrence"": null, ""partType"": null, ""petrologySubtype"": null, ""petrologyType"": null, ""plantDescription"": null, ""populationCode"": null, ""preparationType"": null, ""preservative"": null, ""project"": null, ""recovery"": null, ""recoveryDate"": null, ""recoveryWeight"": null, ""registeredWeightUnit"": null, ""registrationCode"": null, ""resuspendedIn"": null, ""setMark"": null, ""subDepartment"": ""Vertebrates"", ""subfamily"": null, ""suborder"": null, ""superfamily"": null, ""texture"": null, ""totalVolume"": null, ""vessel"": null}","","","","","","771dbdeb-1bb9-4bd3-bcbe-7c4c63ed1e9b","PV OR 42602","","","","","","","","","","","PRESENT","","","","","","NHMUK:ecatalogue:5017611","","","","","","d14d5194-1957-49fb-a82a-5a7e5730cb2a","","","","","","","","Australia","AU","New South Wales","","","Wellington Caves","","","","","","","","","","","","-32.621034","148.938661","EPSG:4326","","","","32 37 15.720 S","148 56 19.178 E","","","","","","","",""
"dr342","Museums Victoria provider for OZCAM","c1fb15a4-468d-4736-9ec5-c7b4d566537e","2026-03-26T15:33","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6235","C6235","","Unknown","1","","","","","","","","PRESENT","Dry | Skull (part)","","https://collections.museumsvictoria.com.au/content/media/5/341505-large.jpg","","","","","","","","","4923ff2b-12d8-4770-a120-1d1273439d32","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2025-05-19T14:19","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6229","C6229","","Unknown","1","","","","{""concept"": ""Juvenile"", ""lineage"": [""Juvenile""]}","","","","PRESENT","Dry | Skin","","","","","","","","","","","dee2ae0f-5fce-44ea-a2a9-431d4b7bd85d","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2026-03-26T15:33","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C25132","C25132","","Unknown","1","","","","","","","","PRESENT","Dry | Skull (part)","","","","","","","","","","","246f96cb-eb01-49de-a73f-ef97466fd92c","","","","","","","","Australia","AU","New South Wales","","","Tapio Station","Tapio Station","","","","","","","","","","","-33.95","141.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2026-03-26T15:33","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6230-1","C6230-1","","Unknown","1","","","MALE","","","","","PRESENT","Dry | Skull","","","","","","","","","","","0a6f85f3-0446-4cda-b43a-d83a7f227e49","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2020-10-08T14:02","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6228","C6228","","Unknown","1","","","FEMALE","","","","","PRESENT","Dry | Skin","","","","","","","","","","","8e6dc74b-9df3-4bcc-a796-081c8210cfd0","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","4cbb36fa-dab1-4a9b-917d-63296fceb074 | 7cdc8f99-dd14-4372-ba4d-62496e8733fc | f1ba633b-7593-4c01-b334-c0bcc8005f82 | f7147c10-c04e-43e5-a376-acb72b4573eb","2023-10-26T15:15","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6230","C6230","","Unknown","1","","","MALE","","","","","PRESENT","Dry | Mount","","https://collections.museumsvictoria.com.au/content/media/15/135915-large.jpg | https://collections.museumsvictoria.com.au/content/media/14/135914-large.jpg | https://collections.museumsvictoria.com.au/content/media/36/149786-large.jpg | https://collections.museumsvictoria.com.au/content/media/24/149574-large.jpg","","","","","","","","","e292e728-5842-421c-97e7-528c8dd32aaa","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2026-03-26T15:33","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6226-1","C6226-1","","Unknown","1","","","","","","","","PRESENT","Dry | Skull","","","","","","","","","","","f6849f93-c81c-4d5d-8e2a-af326fbc1568","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2025-05-19T14:17","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6227","C6227","","Unknown","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","fa85e2ab-7f2e-4487-a892-cc857f877e86","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2026-03-26T15:33","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6228-1","C6228-1","","Unknown","1","","","FEMALE","","","","","PRESENT","Dry | Skull","","","","","","","","","","","32b95450-e0b9-4327-b2e4-aaa88173b19d","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr342","Museums Victoria provider for OZCAM","","2020-10-08T14:02","en","CC0","Museums Victoria","","","","urn:lsid:biocol.org:col:34978","","","NMV","Mammalogy","","NMV","PRESERVED_SPECIMEN","","","","","Published dataset","","","PhysicalObject","urn:lsid:ozcam.taxonomy.org.au:NMV:Mammalogy:PreservedSpecimen:C6226","C6226","","Unknown","1","","","","","","","","PRESENT","Dry | Skin","","","","","","","","","","","0a806043-6701-493b-86e7-101ce8b3819e","","","","","","","","Australia","AU","New South Wales","","","Deniliquin","Deniliquin","","","","","","","","","","","-35.53","144.95","EPSG:4326","","","","","","","","","","","AMG conversion, collection or Gazetteer","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8466","JM8466","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","bf51eb6b-668b-4f8b-bc23-996146685e06","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, 100km NW Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","09c27810-1f5c-4585-8955-f27c9b927ecc | a748f18b-b711-41f3-893b-98c57e5cd5df | df9d5a8b-9525-488d-88a4-290a39fa9c75","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J13145","J13145","","","","","","","","","","","PRESENT","Skull","","","","","","","","fba56b0b-de16-4fcd-a687-8ee2013bf7f0","","","9165a266-ea34-408b-8cea-9b8e5a643721","","","","","","","","Australia","AU","Queensland","","","Bullamon, Moonie R","","","","","","","","","","","","-28.65","148.85","EPSG:4326","","","","28° 39' South","148° 51' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J11183","J11183","","","","","","","","","","","PRESENT","","","","","","","","","","","","0a47d238-ee4a-4c2c-ad0c-6595a245d0f6","","","","","","","","Australia","AU","Queensland","","","Moonie R","","","","","","","","","","","","-28.666667","148.883333","EPSG:4326","","","","28° 40' South","148° 53' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7484","JM7484","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","d6cd0525-293d-485e-ad82-6fd369237252|71968de0-71d5-4195-97b1-dbdd3d79b565","","","327f1b89-c22e-4a60-b4a7-d2ae514d15c7","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8464","JM8464","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","5666cacf-0b23-466a-9e0f-dc27ce0afb01","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, 100km NW Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8481","JM8481","","","","","","","","","","","PRESENT","Scat","","","","","","","","","","","e13285b3-780e-4795-a68f-f6b23eb837d1","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7473","JM7473","","","","","","","","","","","PRESENT","Skull","","","","","","","","","","","16440922-663e-4157-820a-67266521baf0","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7477","JM7477","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","416c8029-c3ab-468f-8d3a-2cbc6f8c39bf","","","8a70e887-1ffa-4d78-8075-5a150794ba16","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
