"dataResourceUid","dataResourceName","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","identifier","provenance","rights","source","dcterms:type","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","associatedOccurrences","georeferenceVerificationStatus","recordedByID","recordID","degreeOfEstablishment","locationID","higherGeographyID","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks"
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM10006","JM10006","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","91d4b3b0-7007-40e4-b170-88c01c549e65","","","","","","","","Australia","AU","Queensland","","","Epping Stn","","","","","","","","","","","","-22.3319098","146.7341836","EPSG:4326","1000.0","0.01667","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","0dd2ca40-4bc9-4a9c-8e0c-388ce39bcae6 | 3006c616-6caa-4552-af3e-4c08a4fdc7bf | e458563a-daa0-4ec1-9032-7d35fe659c1b","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J13144","J13144","","","","","","","","","","","PRESENT","Skull","","","","","","","","fba56b0b-de16-4fcd-a687-8ee2013bf7f0","","","9c35c1e9-19ce-45e7-93fa-f851dba0b171","","","","","","","","Australia","AU","Queensland","","","Bullamon, Moonie R","","","","","","","","","","","","-28.65","148.85","EPSG:4326","","","","28° 39' South","148° 51' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7476","JM7476","","","","","","","","","","","PRESENT","Skull","","","","","","","","ba9e0d8d-8a9e-4d2a-8373-8ef3c06d7c9c|c751632a-ea31-4d5d-9ec5-dfcf903fb172|8a70e887-1ffa-4d78-8075-5a150794ba16|a090a556-d4b7-4da3-b774-f2989a226847","","","416c8029-c3ab-468f-8d3a-2cbc6f8c39bf","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8463","JM8463","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","be90264b-9989-4fdc-8fa4-31fcfef1fb6a","","","","","","","","Australia","AU","Queensland","","","Epping Foest NP, 100km NW Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7483","JM7483","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","327f1b89-c22e-4a60-b4a7-d2ae514d15c7","","","71968de0-71d5-4195-97b1-dbdd3d79b565","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","44216779-1da6-4a36-b964-d08b743dd47c | 813dcba9-307a-49ef-a402-89d29cfe041e","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J6239","J6239","","","","","","","","","","","PRESENT","Skeletal parts | Skin | Skull","","","","","","","","5e41ace8-3828-49ba-baea-c9733eab87f2","","","fd9b398d-41be-40e5-9e46-fc8343a96893","","","","","","","","Australia","AU","Queensland","","","Epping Forest Stn, Clermont district","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7482","JM7482","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","327f1b89-c22e-4a60-b4a7-d2ae514d15c7","","","d6cd0525-293d-485e-ad82-6fd369237252","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM12487","JM12487","","","","","","","","","","","PRESENT","Display mount | Skeletal parts","","","","","","","","","","","9ebd41d3-47bd-4c14-a092-17b33d097ccd","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP","","","","","","","","","","","","-22.3319099","146.700851","EPSG:4326","1000.0","0.01667","","22° 20' South","146° 42' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7478","JM7478","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","72f16d8f-dfa7-4b8d-a85f-777587a716e1","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7481","JM7481","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","efa067f1-dad8-47c0-977e-3350c7f9525b","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","26853414-cce2-461e-a2ec-5e90b1b0991d | b1debc29-79c9-4472-8a2a-15a040c02987 | c98fa462-cc40-4a4b-b09f-f37c5c852602","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J6283","J6283","","","","","","","","","","","PRESENT","Skull","","","","","","","","fd9b398d-41be-40e5-9e46-fc8343a96893|fd8bebbc-8894-4d56-a5c9-999a9a8a5939|b03803df-39c4-4811-b807-640ddde58506","","","5e41ace8-3828-49ba-baea-c9733eab87f2","","","","","","","","Australia","AU","Queensland","","","Epping Forest Stn, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM2546","JM2546","","","","","","","","","","","PRESENT","Skull","","","","","","","","","","","69fe38b2-6adb-4776-91ab-a0edda377414","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","5fd2a882-8db5-42ce-b540-754116f724c0 | 8cd576f8-a10a-41c4-a39b-5468e1bad343 | b81402fb-5941-4554-906a-7b29245405dc","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J6284","J6284","","","","","","","","","","","PRESENT","Skull","","","","","","","","5e41ace8-3828-49ba-baea-c9733eab87f2","","","b03803df-39c4-4811-b807-640ddde58506","","","","","","","","Australia","AU","Queensland","","","Epping Forest Stn, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7480","JM7480","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","23cadb48-eafe-43ce-9aa7-7c73a941f611","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J14051","J14051","","","","","","","","","","","PRESENT","Display mount","","","","","","","","","","","b5d001d3-c0a2-473f-b988-b34f616ecead","","","","","","","","Australia","AU","Queensland","","","Wombat Bore, Epping Forest Stn","","","","","","","","","","","","-22.316667","146.75","EPSG:4326","","","","22° 19' South","146° 45' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7475","JM7475","","","","","","","","","","","PRESENT","Skull","","","","","","","","416c8029-c3ab-468f-8d3a-2cbc6f8c39bf","","","a090a556-d4b7-4da3-b774-f2989a226847","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8465","JM8465","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","81cfb692-dc4a-4f44-9aeb-691bd786c638","","","f7eb241f-ed32-4dac-bbd3-a86b62bbbae4","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, 100km NW Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM5251","JM5251","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","27d316c8-596d-438e-ad4c-2038802889d0","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM6600","JM6600","","","","","","","","","","","PRESENT","Scat","","","","","","","","","","","82cf0af9-9e8f-4dfd-9196-d61585f40cca","","","","","","","","Australia","AU","Queensland","","","Epping Forest, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8480","JM8480","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","f7eb241f-ed32-4dac-bbd3-a86b62bbbae4","","","81cfb692-dc4a-4f44-9aeb-691bd786c638","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8462","JM8462","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","4afd57bc-c3d7-4636-a719-a01662da9370","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, 100km NW Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-05-20","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8653","JM8653","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","9d7bbf18-44b0-4d7b-883b-ce3695b76418","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","226.0","","","","","","","","","","-22.366667","146.683333","EPSG:4326","","","","22° 22' South","146° 41' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","e3a4c1e5-4c9d-4856-ae42-ba40efa5b07f | e7b1d1ac-4140-4ed6-8d29-5d10f11ccb44","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J13143","J13143","","","","","","","","","","","PRESENT","Skin | Skull","","","","","","","","9c35c1e9-19ce-45e7-93fa-f851dba0b171|9165a266-ea34-408b-8cea-9b8e5a643721","","","fba56b0b-de16-4fcd-a687-8ee2013bf7f0","","","","","","","","Australia","AU","Queensland","","","Bullamon, Moonie R","","","","","","","","","","","","-28.666667","148.883333","EPSG:4326","","","","28° 40' South","148° 53' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2023-11-11","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7479","JM7479","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","416c8029-c3ab-468f-8d3a-2cbc6f8c39bf","","","ba9e0d8d-8a9e-4d2a-8373-8ef3c06d7c9c","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","1381ab10-daeb-432c-92c8-b74ac5f99569 | 14bdf0a5-10e3-4b79-89a9-b4a83e24ebfb | 701d3499-e11b-4381-8604-8192487109bd","2023-10-03","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J6240","J6240","","","","","","","","","","","PRESENT","Skull","","","","","","","","5e41ace8-3828-49ba-baea-c9733eab87f2","","","fd8bebbc-8894-4d56-a5c9-999a9a8a5939","","","","","","","","Australia","AU","Queensland","","","Epping Forest Stn, Clermont district","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J20354","J20354","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","75d3e6ad-09f5-47a1-b6ea-8551959c55b6","","","","","","","","Australia","AU","Queensland","","","Epping Forest Stn, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM7474","JM7474","","","","","","","","","","","PRESENT","Skull","","","","","","","","416c8029-c3ab-468f-8d3a-2cbc6f8c39bf","","","c751632a-ea31-4d5d-9ec5-dfcf903fb172","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","","Published dataset","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM2547","JM2547","","","","","","","","","","","PRESENT","Skull","","","","","","","","","","","25dac4f1-d032-4011-8aaf-07825a10b831","","","","","","","","Australia","AU","Queensland","","","Epping Forest NP, Clermont","","","","","","","","","","","","-22.333333","146.733333","EPSG:4326","","","","22° 20' South","146° 44' East","","","","","","","",""
"dr364","ALA species sightings and OzAtlas","69b7378f-0fa4-4ae1-8aa9-4a0fcf87b802","2018-08-17T01:12:01.726Z","","CC-BY-NC 3.0 (Au)","Atlas of Living Australia","","","","in1033","","e61eb018-02a9-4e3b-a4b3-9d6be33d9cbb","Atlas of Living Australia","","Individual sighting","","HUMAN_OBSERVATION","","","","","Individual sightings","","","","389bd6b6-56a1-44df-9356-6e8305e5da8f","","https://biocollect.ala.org.au/sightings/bioActivity/index/e611dba7-20ea-467e-ab92-c9aa3f30a5ea","Tim Bawden","8","","","","","","","","PRESENT","","","","","","","","","","","","83985b42-ce84-4382-81f9-cb54b7fecb31","","1453e567-c409-4126-8484-2847cf8e7b3c","","","","","","Australia","AU","Queensland","","","","","","","","","","","","","","nullnull","-22.379968","146.70056","EPSG:4326","","","","","","","","","","","","",""
"dr364","ALA species sightings and OzAtlas","15283291-d964-47d9-a24a-8aecfa3f2012","2018-12-07T22:58:47.964Z","","CC-BY-NC 3.0 (Au)","Atlas of Living Australia","","","","in1033","","e61eb018-02a9-4e3b-a4b3-9d6be33d9cbb","Atlas of Living Australia","","Individual sighting","","HUMAN_OBSERVATION","","","","","Individual sightings","","","","13dfbc2c-bc49-4cde-81e3-4f3675ef6424","","https://biocollect.ala.org.au/sightings/bioActivity/index/ecfcea7a-106b-43a5-8e35-09c0edf1eefc","Charmaine Thomas","1","","","","","","","","PRESENT","","","","","","","","","","","","874006d5-a88c-4289-8a2f-96295eb37b71","","","","","","","","Australia","AU","Queensland","","","","","","","","","","","","","","","-23.397586","150.490251","EPSG:4326","","","","","","","","","","","","",""
"dr364","ALA species sightings and OzAtlas","6521d06d-4f18-4813-9693-60730e997565","2018-12-15T09:49:24.780Z","","CC-BY-NC 3.0 (Au)","Atlas of Living Australia","","","","in1033","","e61eb018-02a9-4e3b-a4b3-9d6be33d9cbb","Atlas of Living Australia","","Individual sighting","","HUMAN_OBSERVATION","","","","","Individual sightings","","","","115aacf8-181f-4906-b36c-f5dd9125c032","","https://biocollect.ala.org.au/sightings/bioActivity/index/791be0cb-c16b-44dd-9f65-29f3e8bd26b5","Charmaine Thomas","1","","","","","","","","PRESENT","","","","","","","","","","","","7cd2861d-11f6-43ea-8811-cf1275e264ce","","","","","","","","Australia","AU","Queensland","","","","","","","","","","","","","","","-26.83644","152.962904","EPSG:4326","","","","","","","","","","","","",""
"dr368","NSW BioNet Atlas","","2024-05-03T00:49:49.070+10:00","en","CC-BY 4.0 (Int)","NSW Dept of Planning and Environment","","BioNet Atlas of NSW Wildlife 12/05/2024 1:00 AM +10:00","","","","3426.0","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Wildlife Rehab Database","NSW Dept of Planning and Environment","HUMAN_OBSERVATION","","","","21589379.0","Published dataset","CC-BY 4.0","","Event","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SPJGI8297834","SPJGI8297834","DPE:1603751;Or:1779086","OPJGI0006886","","","","","","","","","PRESENT","","","","","","","occurrenceRemarks withheld","","","","","55351d1a-917c-4e48-8919-9ddcf221005e","","LPJGI1095939","","","","","","Australia","AU","New South Wales","MID-WESTERN REGIONAL","","locality withheld","","","","","","","","","","","locationRemarks withheld","-32.596133","149.582224","EPSG:4326","30.0","1.0E-9","","","","","","","","","GPS","",""
"dr368","NSW BioNet Atlas","","2022-04-21T14:19:30.280+10:00","en","CC-BY 4.0 (Int)","NSW Dept of Planning and Environment","","BioNet Atlas of NSW Wildlife 12/05/2022 1:00 AM +10:00","","","","3426.0","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Wildlife Rehab Database","NSW Dept of Planning and Environment","HUMAN_OBSERVATION","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""9028 - KIAMA"",""botanicalDivision"":""Central Coast"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Wildlife Rehabilitation Record"",""profileID"":""20190"",""reserve"":""N/A"",""sourceDatasetName"":""Wildlife Rehab Database"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""status"":""Invalid, in quarantine""}","","Published dataset","CC-BY 4.0","","Event","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SPJGI6398514","SPJGI6398514","WR848902; 1227755","WIRES-HO","","","","","","","","","PRESENT","","","","","","","occurrenceRemarks withheld","","","","","9225131b-f10b-40a5-8031-d064b269e5f0","","LPJGI0594002","","","","","","Australia","AU","New South Wales","SHOALHAVEN","","locality withheld","","","","","","","","","","","locationRemarks withheld","-34.82804","150.51471","EPSG:4326","2445.0","1.0E-9","","","","","","","","","GPS","",""
"dr368","NSW BioNet Atlas","","2026-01-23T20:10:02.493+11:00","en","CC-BY 4.0 (Int)","NSW Dept of Planning and Environment","","BioNet Atlas of NSW Wildlife 27/01/2026 1:00 AM +11:00","","","","3426","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Wildlife Rehab Database","NSW Dept of Planning and Environment","HUMAN_OBSERVATION","","","","","Published dataset","CC-BY 4.0","","Event","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SPJGI9152008","SPJGI9152008","WR1939656;2110476","OPJGI0006913","","","","","","A Adult","","","PRESENT","","","","","","","occurrenceRemarks withheld","","","","","632fe0d7-7c2a-4978-8836-dd138e2a5c2a","","LPJGI1269329","","","","","","Australia","AU","New South Wales","YASS VALLEY","","locality withheld","","","","","","","","","","","locationRemarks withheld","-35.060586","149.252797","EPSG:4326","500.0","1.0E-9","","","","","","","","","GPS","",""
"dr368","NSW BioNet Atlas","","2022-04-21T14:19:30.280+10:00","en","CC-BY 4.0 (Int)","NSW Dept of Planning and Environment","","BioNet Atlas of NSW Wildlife 12/05/2022 1:00 AM +10:00","","","","3426.0","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Wildlife Rehab Database","NSW Dept of Planning and Environment","HUMAN_OBSERVATION","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8726 - MICHELAGO"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Wildlife Rehabilitation Record"",""profileID"":""20190"",""reserve"":""N/A"",""sourceDatasetName"":""Wildlife Rehab Database"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""N/A"",""status"":""Invalid, in quarantine""}","","Published dataset","CC-BY 4.0","","Event","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SPJGI5879506","SPJGI5879506","WR355060; 965094","WIRES-HO","","","","","","","","","PRESENT","","","","","","","occurrenceRemarks withheld","","","","","870a891f-25e4-48ed-985d-0220664fab35","","LPJGI0295459","","","","","","Australia","AU","New South Wales","SNOWY MONARO REGIONAL","","locality withheld","","","","","","","","","","","locationRemarks withheld","-35.8603","149.19033","EPSG:4326","5259.0","1.0E-9","","","","","","","","","GPS","",""
"dr368","NSW BioNet Atlas","","2022-04-21T14:19:30.280+10:00","en","CC-BY 4.0 (Int)","NSW Dept of Planning and Environment","","BioNet Atlas of NSW Wildlife 12/05/2022 1:00 AM +10:00","","","","3426.0","NSW Dept of Planning, Industry and Environment","BioNet Atlas of NSW Wildlife","Wildlife Rehab Database","NSW Dept of Planning and Environment","HUMAN_OBSERVATION","","","{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""9029 - WOLLONGONG"",""botanicalDivision"":""Central Coast"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Wildlife Rehabilitation Record"",""profileID"":""20190"",""reserve"":""N/A"",""sourceDatasetName"":""Wildlife Rehab Database"",""ibra"":""Sydney Basin (NSW)"",""stateForest"":""N/A"",""status"":""Invalid, in quarantine""}","","Published dataset","CC-BY 4.0","","Event","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SPJGI5754983","SPJGI5754983","WR458415; 993145","WIRES-HO","","","","MALE","","A Adult","","","PRESENT","","","","","","","occurrenceRemarks withheld","","","","","75037659-7e8f-4b10-943e-583cfb691848","","LPJGI0325861","","","","","","Australia","AU","New South Wales","WOLLONDILLY","","locality withheld","","","","","","","","","","","locationRemarks withheld","-34.17095","150.60317","EPSG:4326","3669.0","1.0E-9","","","","","","","","","GPS","",""
